id,TARGET
EK202310003556,134.9833466956094
EK202310170625,146.78352208705488
EK202310167359,148.8225727020604
EK202310118370,131.47014787617815
EK202320006361,143.91695738151373
EK202310003542,141.28132990170874
EK202310125266,139.96892700983693
EK202310144740,131.9159691519853
EK202310137443,141.8835686765342
EK202310159067,154.7742291852445
EK202310245067,126.23547110380004
EK202310240556,133.91975496452733
EK202310166743,135.33941677493007
EK202310247454,132.00323372791297
EK202310215702,143.72032973152264
EK202310142190,162.34014820668085
EK202310205417,136.71134893322758
EK202310119601,135.4092122172861
EK202310190356,134.5440220694009
EK202310158758,144.77641485204418
EK202310145496,134.77168261889415
EK202310164763,147.90371586869975
EK202310200188,136.67264130682787
EK202310238803,160.81671910354146
EK202320005607,170.8825778176935
EK202310225681,142.9191292515612
EK202310127174,137.73521763818218
EK202310204317,160.63878957586053
EK202310179355,129.1238608656428
EK202310176524,152.75290753414538
EK202310237228,132.87972907113092
EK202310172549,164.23804556785353
EK202310168863,135.1178391292785
EK202310185904,153.75001363153567
EK202310133615,170.25205413596893
EK202310122063,130.9966147700258
EK202310121770,140.5988437225754
EK202310125590,133.71661001737078
EK202310172269,135.65678799440093
EK202310147894,139.74665428808197
EK202310137986,137.10008231579388
EK202310150838,137.6860995581572
EK202310104915,129.13484549375275
EK202310170090,135.53537200293098
EK202310165637,143.01204482525702
EK202310134467,132.92838863661527
EK202310182637,156.97430004622834
EK202310112116,150.54015551598445
EK202310241220,146.91154956715786
EK202310103801,148.28211464130038
EK202310177448,129.98049687756156
EK202310157860,176.08914218245522
EK202310211985,135.57455178183605
EK202310232907,131.19366266578302
EK202310162917,148.96550328041758
EK202310211786,124.83966303822974
EK202310132171,148.06519146994302
EK202310153694,138.5939145557666
EK202310174960,149.9158512971576
EK202310121096,128.6910934389744
EK202310222475,132.84943042097984
EK202310146254,153.73088622723375
EK202310111466,137.9219833074046
EK202310004385,171.1512970332629
EK202310108961,138.52098669421738
EK202310203170,139.02627512989721
EK202310161424,173.86486705252653
EK202310206583,143.48329902886377
EK202310138840,127.37937551491501
EK202310221976,139.39912663517936
EK202310143972,134.32849035576794
EK202310175420,137.74566210692146
EK202310227655,143.720866499302
EK202310163389,136.40030848078504
EK202310239480,152.10560414043871
EK202310146467,141.05063108569504
EK202310162597,139.8518318523461
EK202310194862,141.10003340068886
EK202310152448,145.68933430691214
EK202310245431,153.95314764453377
EK202310206822,160.4254403154684
EK202310166559,146.7495147039931
EK202310221701,156.44782418943007
EK202310231403,125.94768227356477
EK202310156027,148.44079646565694
EK202310135956,135.45844531846316
EK202310183176,130.5429097310096
EK202310206055,169.89023194772307
EK202310167360,133.9546401868222
EK202310142701,145.0685877949656
EK202310156629,176.45245891429514
EK202310241352,151.90461428330474
EK202310123587,155.86860391448226
EK202310003639,156.88200102482168
EK202310158269,140.26664944462675
EK202320007090,146.3737756938911
EK202310111707,138.38094180759413
EK202310104096,145.80425799387513
EK202310235404,128.50912037594148
EK202310108783,142.84184666672672
EK202310116298,132.26267571597566
EK202310156281,160.56325864756775
EK202310164483,141.83073285397515
EK202310108212,124.48171529014795
EK202310233950,139.91426766981593
EK202310157041,140.06541660054404
EK202310104522,133.9571882269148
EK202310175972,153.22613448635778
EK202310225965,138.48854543223933
EK202310138403,132.53920926080545
EK202310234452,142.57675760331304
EK202310104614,160.9239541977689
EK202310117970,135.21596396786666
EK202310128727,136.37195008542625
EK202310190230,136.6673416745301
EK202310201465,150.75691479144226
EK202310197534,166.0965109006505
EK202310171846,129.7925044458226
EK202310193751,143.70244715259753
EK202310242967,137.52048241960486
EK202310112852,163.80077461464927
EK202310132804,140.56599783944452
EK202310127612,135.05710644023773
EK202310136082,176.88915780111532
EK202310186665,151.6826567229614
EK202310156519,134.1629249644582
EK202310108430,149.47338421630238
EK202310164930,148.27516295854227
EK202310153971,159.5977680363092
EK202310129412,134.3071557676377
EK202310124383,131.89656473030456
EK202310215858,158.17468226492082
EK202310104131,145.12403405719317
EK202310185040,149.5655989999428
EK202310119251,146.58407275344837
EK202310191724,150.97936160272067
EK202310149922,126.94467540498714
EK202310176193,138.0819820138231
EK202310204311,155.95401553796754
EK202310248324,152.225718485647
EK202310120496,137.01653452189527
EK202310233548,136.43501937041177
EK202310219178,139.54638401560197
