id,TARGET
EK202310003556,127.6545442263903
EK202310170625,157.76798115113047
EK202310167359,155.2408870806807
EK202310118370,130.5115730636441
EK202320006361,143.13170699911424
EK202310003542,133.63794309662282
EK202310125266,143.18239263044825
EK202310144740,125.84882852784261
EK202310137443,142.60259636110314
EK202310159067,166.48071489000932
EK202310245067,120.47223655853522
EK202310240556,132.16464977988485
EK202310166743,130.3804693169541
EK202310247454,129.17754890800057
EK202310215702,147.07188158362067
EK202310142190,163.76210498067744
EK202310205417,133.2492735638016
EK202310119601,132.04598858094766
EK202310190356,132.36585730500337
EK202310158758,141.92810311971638
EK202310145496,124.3147063685137
EK202310164763,151.7052836216697
EK202310200188,133.6194533599612
EK202310238803,162.1760593509855
EK202320005607,180.43041750144977
EK202310225681,148.70643200713576
EK202310127174,132.5366294120435
EK202310204317,162.41514827531265
EK202310179355,129.94395418641773
EK202310176524,151.6804992974838
EK202310237228,125.03311697563731
EK202310172549,157.96483240864248
EK202310168863,131.41817454058716
EK202310185904,157.60712028597536
EK202310133615,169.33277061192135
EK202310122063,132.6908709938966
EK202310121770,144.32805836234618
EK202310125590,129.65080211880291
EK202310172269,132.56535439525268
EK202310147894,141.70531408691983
EK202310137986,132.35563339962647
EK202310150838,136.12996297167228
EK202310104915,127.79934704999626
EK202310170090,131.05939004247796
EK202310165637,137.9763428325188
EK202310134467,135.45671730251533
EK202310182637,158.15256249766736
EK202310112116,150.99049856937512
EK202310241220,156.22343825835807
EK202310103801,148.44090861563043
EK202310177448,128.55681870764354
EK202310157860,181.16025812785657
EK202310211985,137.29605920623814
EK202310232907,130.56168612171314
EK202310162917,151.07191545954177
EK202310211786,119.60968031092129
EK202310132171,156.42818487547325
EK202310153694,140.94941378446526
EK202310174960,157.45770980096455
EK202310121096,126.03182314526275
EK202310222475,124.2476275899358
EK202310146254,147.9395373401181
EK202310111466,130.6100692260266
EK202310004385,165.31778923221503
EK202310108961,129.3138046007652
EK202310203170,132.5007400780964
EK202310161424,170.23504645588804
EK202310206583,139.65588602009555
EK202310138840,125.62052059391029
EK202310221976,145.29087325240835
EK202310143972,124.24468578691321
EK202310175420,139.3958355621104
EK202310227655,147.67957032635428
EK202310163389,143.04989585552084
EK202310239480,148.03309382237688
EK202310146467,138.03925393256824
EK202310162597,130.54594779879648
EK202310194862,138.21310303541426
EK202310152448,146.33461363791392
EK202310245431,151.50942635900975
EK202310206822,163.72898082446315
EK202310166559,157.17237295714722
EK202310221701,155.57148220678224
EK202310231403,123.72606765414021
EK202310156027,140.3048907474437
EK202310135956,141.81728816362977
EK202310183176,126.04963494146061
EK202310206055,166.53580182555484
EK202310167360,140.87090353716843
EK202310142701,142.33282101337966
EK202310156629,175.66102386546473
EK202310241352,150.27359163783987
EK202310123587,159.49809105166483
EK202310003639,159.7396149592739
EK202310158269,142.23365938672993
EK202320007090,154.32019148850029
EK202310111707,138.2105113974044
EK202310104096,144.14828468867788
EK202310235404,120.8131592241142
EK202310108783,142.71588446101188
EK202310116298,127.52435492934089
EK202310156281,160.30187229423547
EK202310164483,139.17974681592344
EK202310108212,123.18809339729592
EK202310233950,143.5070782398378
EK202310157041,132.08088925321138
EK202310104522,132.44150125824612
EK202310175972,152.32713451949112
EK202310225965,136.72724177399385
EK202310138403,134.50448387912073
EK202310234452,134.20186506186036
EK202310104614,166.2320885789034
EK202310117970,133.56125762902016
EK202310128727,132.19732852817646
EK202310190230,140.95587116114461
EK202310201465,158.86114104051504
EK202310197534,173.93680179016636
EK202310171846,124.4511200791557
EK202310193751,144.56754235164667
EK202310242967,136.35986911623226
EK202310112852,166.42029915897544
EK202310132804,137.71876253888902
EK202310127612,143.8969150277807
EK202310136082,184.7025975856202
EK202310186665,154.3413567765438
EK202310156519,136.12913014638607
EK202310108430,149.97309162283008
EK202310164930,145.43361132652294
EK202310153971,153.9994618620603
EK202310129412,133.04621180644926
EK202310124383,127.75767710084972
EK202310215858,165.45329623848718
EK202310104131,150.25628029433355
EK202310185040,148.6525269306751
EK202310119251,144.7356916441927
EK202310191724,156.46558703632024
EK202310149922,123.42837573954473
EK202310176193,142.88473699588562
EK202310204311,165.5122544655126
EK202310248324,161.03699437757567
EK202310120496,132.63779957605226
EK202310233548,137.7911704066479
EK202310219178,142.27493396374933
EK202310114723,140.76438603715675
EK202310185832,160.27006625749422
EK202310106587,164.0389765636625
EK202310239252,136.5636072837783
EK202310208710,138.6726115812307
EK202310244056,123.016568100349
EK202310223702,126.29165308660232
EK202310236969,125.36324321350011
EK202310196070,146.56046720146585
EK202310227710,137.01660025969684
EK202310119702,145.2189702224461
EK202310143351,139.92930573125187
EK202310144967,130.23535552022705
EK202310207097,134.42382543346633
EK202310193281,123.99921689381046
EK202310223068,144.22693828089268
EK202310158743,121.6471095257973
EK202310142353,145.16935855320588
EK202310154024,149.313373155186
EK202310136326,135.59353472009457
EK202320006526,150.6979325235666
EK202310240160,132.47538723797174
EK202310230270,138.12322791922892
EK202310209591,133.809747122855
EK202310201937,159.22564023258977
EK202310138686,146.66561881067636
