id,TARGET
EK202310003556,137.66666666666666
EK202310170625,153.1
EK202310167359,151.26666666666668
EK202310118370,132.06666666666666
EK202320006361,143.23333333333332
EK202310003542,143.56666666666666
EK202310125266,134.9
EK202310144740,135.1
EK202310137443,142.73333333333332
EK202310159067,160.33333333333334
EK202310245067,126.0
EK202310240556,135.13333333333333
EK202310166743,131.0
EK202310247454,126.76666666666667
EK202310215702,147.3
EK202310142190,168.33333333333334
EK202310205417,139.6
EK202310119601,132.86666666666667
EK202310190356,134.0
EK202310158758,151.23333333333332
EK202310145496,139.63333333333333
EK202310164763,154.73333333333332
EK202310200188,145.1
EK202310238803,165.46666666666667
EK202320005607,180.73333333333332
EK202310225681,139.83333333333334
EK202310127174,138.8
EK202310204317,156.33333333333334
EK202310179355,140.96666666666667
EK202310176524,161.13333333333333
EK202310237228,136.46666666666667
EK202310172549,171.56666666666666
EK202310168863,148.06666666666666
EK202310185904,148.13333333333333
EK202310133615,154.56666666666666
EK202310122063,135.03333333333333
EK202310121770,133.73333333333332
EK202310125590,133.1
EK202310172269,136.66666666666666
EK202310147894,134.5
EK202310137986,134.0
EK202310150838,152.16666666666666
EK202310104915,140.4
EK202310170090,142.4
EK202310165637,143.13333333333333
EK202310134467,133.46666666666667
EK202310182637,171.06666666666666
EK202310112116,148.86666666666667
EK202310241220,145.63333333333333
EK202310103801,146.56666666666666
EK202310177448,131.6
EK202310157860,179.26666666666668
EK202310211985,133.16666666666666
EK202310232907,128.53333333333333
EK202310162917,141.9
EK202310211786,136.73333333333332
EK202310132171,148.66666666666666
EK202310153694,138.53333333333333
EK202310174960,152.46666666666667
EK202310121096,121.33333333333333
EK202310222475,127.33333333333333
EK202310146254,150.7
EK202310111466,131.9
EK202310004385,180.3
EK202310108961,133.73333333333332
EK202310203170,143.1
EK202310161424,172.53333333333333
EK202310206583,153.26666666666668
EK202310138840,138.33333333333334
EK202310221976,139.73333333333332
EK202310143972,133.43333333333334
EK202310175420,135.4
EK202310227655,151.16666666666666
EK202310163389,136.4
EK202310239480,148.36666666666667
EK202310146467,142.13333333333333
EK202310162597,134.43333333333334
EK202310194862,138.13333333333333
EK202310152448,150.53333333333333
EK202310245431,151.73333333333332
EK202310206822,169.1
EK202310166559,148.03333333333333
EK202310221701,153.1
EK202310231403,127.43333333333334
EK202310156027,158.43333333333334
EK202310135956,141.06666666666666
EK202310183176,128.2
EK202310206055,180.23333333333332
EK202310167360,139.4
EK202310142701,152.3
EK202310156629,166.33333333333334
EK202310241352,153.7
EK202310123587,160.43333333333334
EK202310003639,143.63333333333333
EK202310158269,136.06666666666666
EK202320007090,151.83333333333334
EK202310111707,147.86666666666667
EK202310104096,148.86666666666667
EK202310235404,128.33333333333334
EK202310108783,148.43333333333334
EK202310116298,135.23333333333332
EK202310156281,164.13333333333333
EK202310164483,146.7
EK202310108212,125.63333333333334
EK202310233950,138.4
EK202310157041,148.96666666666667
EK202310104522,133.73333333333332
EK202310175972,158.26666666666668
EK202310225965,137.4
EK202310138403,133.1
EK202310234452,140.5
EK202310104614,160.2
EK202310117970,135.36666666666667
EK202310128727,136.4
EK202310190230,130.53333333333333
EK202310201465,147.9
EK202310197534,164.16666666666666
EK202310171846,140.5
EK202310193751,152.4
EK202310242967,137.5
EK202310112852,157.56666666666666
EK202310132804,148.6
EK202310127612,131.36666666666667
EK202310136082,175.53333333333333
EK202310186665,144.76666666666668
EK202310156519,132.53333333333333
EK202310108430,152.76666666666668
EK202310164930,143.16666666666666
EK202310153971,165.1
EK202310129412,133.36666666666667
EK202310124383,132.03333333333333
EK202310215858,152.9
EK202310104131,141.8
EK202310185040,150.5
EK202310119251,147.36666666666667
EK202310191724,155.93333333333334
EK202310149922,133.86666666666667
EK202310176193,136.06666666666666
EK202310204311,153.23333333333332
EK202310248324,161.43333333333334
EK202310120496,137.16666666666666
EK202310233548,135.23333333333332
EK202310219178,140.9
EK202310114723,143.0
EK202310185832,173.23333333333332
EK202310106587,158.23333333333332
EK202310239252,145.1
EK202310208710,138.03333333333333
EK202310244056,133.13333333333333
EK202310223702,124.96666666666667
EK202310236969,140.4
EK202310196070,147.7
EK202310227710,134.13333333333333
EK202310119702,139.26666666666668
EK202310143351,146.9
EK202310144967,127.63333333333334
EK202310207097,132.43333333333334
EK202310193281,132.16666666666666
EK202310223068,145.03333333333333
EK202310158743,141.16666666666666
EK202310142353,150.76666666666668
EK202310154024,145.53333333333333
EK202310136326,126.93333333333334
EK202320006526,160.46666666666667
EK202310240160,138.2
EK202310230270,131.26666666666668
EK202310209591,142.66666666666666
EK202310201937,150.03333333333333
EK202310138686,153.73333333333332
EK202310125946,147.03333333333333
EK202310112949,137.76666666666668
EK202310128660,164.7
EK202310223565,139.86666666666667
EK202310155372,150.83333333333334
EK202310229467,143.8
EK202310232289,145.66666666666666
EK202310142439,153.03333333333333
EK202310128595,125.96666666666667
EK202310228661,127.9
EK202310220811,133.53333333333333
EK202310104677,144.2
EK202310108708,158.66666666666666
EK202310235044,137.26666666666668
EK202310141363,133.13333333333333
EK202310174855,153.86666666666667
EK202310154755,136.13333333333333
EK202310157326,141.56666666666666
EK202310228659,145.46666666666667
EK202310215026,164.16666666666666
EK202310177129,136.23333333333332
EK202310178830,165.73333333333332
EK202310222959,128.53333333333333
EK202320007347,128.5
EK202310153807,160.53333333333333
EK202310165563,165.96666666666667
EK202310240070,138.3
EK202310171642,144.66666666666666
EK202310221419,150.46666666666667
EK202310210258,147.13333333333333
EK202310108225,146.73333333333332
EK202310156515,137.5
EK202320006021,170.96666666666667
EK202310214746,146.13333333333333
EK202310166648,141.63333333333333
EK202310243041,147.1
EK202310227731,125.1
EK202310118513,130.2
EK202310240129,133.9
EK202310140813,152.93333333333334
EK202310181628,145.93333333333334
EK202310126085,135.76666666666668
EK202310246101,147.4
EK202310113312,136.56666666666666
EK202310217968,138.46666666666667
EK202310213114,137.1
EK202310219800,134.06666666666666
EK202310184495,144.8
EK202310119316,127.06666666666666
EK202310180007,142.36666666666667
EK202310199156,137.3
EK202310177234,149.0
EK202310226743,139.83333333333334
EK202310189141,143.0
EK202320006005,157.53333333333333
EK202310227823,139.53333333333333
EK202310174022,142.76666666666668
EK202310134374,138.03333333333333
EK202310200180,130.23333333333332
EK202310161433,155.13333333333333
EK202310121700,155.13333333333333
EK202310237451,140.16666666666666
EK202310192827,165.56666666666666
EK202310160428,150.03333333333333
EK202310205223,152.33333333333334
EK202310111659,148.53333333333333
EK202310218773,141.66666666666666
EK202310161247,138.73333333333332
EK202310109618,144.33333333333334
EK202310155619,133.43333333333334
EK202310135096,149.53333333333333
EK202310188704,137.83333333333334
EK202310198311,155.76666666666668
EK202310138345,152.66666666666666
EK202310187653,129.43333333333334
EK202310223676,143.9
EK202310165688,127.46666666666667
EK202310104779,148.76666666666668
EK202320007241,182.73333333333332
EK202310247012,136.1
EK202310115649,133.26666666666668
EK202310158687,139.26666666666668
EK202310139898,151.13333333333333
EK202310183012,133.23333333333332
EK202310189323,181.96666666666667
EK202310236084,139.0
EK202310187745,140.3
EK202310213754,140.3
EK202310207691,126.93333333333334
EK202310213360,140.1
EK202310134511,127.13333333333334
EK202310162421,131.0
EK202310137854,172.2
EK202310150901,137.33333333333334
EK202310114810,142.03333333333333
EK202310110564,141.83333333333334
EK202310188498,125.3
EK202310122137,134.06666666666666
EK202310234827,149.4
EK202310123845,160.2
EK202310117679,157.73333333333332
EK202310226733,136.43333333333334
EK202310146806,145.0
EK202310186532,143.26666666666668
EK202310198523,129.5
EK202310169242,150.2
EK202310189605,140.06666666666666
EK202310177460,148.7
EK202310156053,135.06666666666666
EK202310138997,144.7
EK202310231114,135.26666666666668
EK202310147763,136.0
EK202310119709,152.6
EK202310121129,141.86666666666667
EK202310137901,144.53333333333333
EK202310144077,163.4
EK202310110337,129.13333333333333
EK202310184408,136.36666666666667
EK202310215841,141.13333333333333
EK202310157214,147.86666666666667
EK202310193140,137.83333333333334
EK202310216105,139.06666666666666
EK202310246420,140.06666666666666
EK202310118424,128.5
EK202310144290,135.1
EK202310236171,139.9
EK202310161913,152.46666666666667
EK202310116195,142.2
EK202310140252,137.4
EK202310238025,153.2
EK202310146861,142.86666666666667
EK202310125756,140.1
EK202310211082,137.16666666666666
EK202310202590,135.36666666666667
EK202310212292,140.9
EK202310151188,142.33333333333334
EK202310186431,166.2
EK202310197054,144.03333333333333
EK202310229535,140.86666666666667
EK202310237693,133.56666666666666
EK202310127899,147.56666666666666
EK202310125513,128.06666666666666
EK202310143417,144.03333333333333
EK202310114922,147.7
EK202310185011,139.63333333333333
EK202310157380,148.76666666666668
EK202310242841,144.83333333333334
EK202310128764,133.83333333333334
EK202310160302,138.83333333333334
EK202310132265,131.7
EK202310142152,137.6
EK202310184138,152.16666666666666
EK202310218922,142.9
EK202310105732,125.26666666666667
EK202310202421,130.16666666666666
EK202310204745,128.43333333333334
EK202310231651,134.9
EK202310206373,141.46666666666667
EK202310231327,140.4
EK202310129440,140.96666666666667
EK202310229405,150.23333333333332
EK202310233561,137.4
EK202310141433,148.96666666666667
EK202310164651,158.83333333333334
EK202310201935,144.7
EK202310184574,132.9
EK202310223915,155.46666666666667
EK202310200908,148.8
EK202310128941,144.63333333333333
EK202310186952,157.13333333333333
EK202310193974,153.26666666666668
EK202310169879,161.03333333333333
EK202310172093,133.06666666666666
EK202310184529,133.7
EK202310230089,130.7
EK202310181118,155.93333333333334
EK202310204225,151.33333333333334
EK202310112100,145.06666666666666
EK202310222373,151.46666666666667
EK202310182126,160.26666666666668
EK202310169072,140.76666666666668
EK202310203100,147.56666666666666
EK202310228065,159.5
EK202310003374,132.33333333333334
EK202310231993,143.33333333333334
EK202310166999,146.1
EK202310113561,143.16666666666666
EK202310150384,160.6
EK202310204151,141.76666666666668
EK202310243179,159.13333333333333
EK202310229664,134.13333333333333
EK202310214850,146.5
EK202310203348,147.5
EK202310146725,133.4
EK202310134763,126.86666666666666
EK202310145729,152.86666666666667
EK202310246535,140.63333333333333
EK202310141577,131.63333333333333
EK202310216160,135.36666666666667
EK202310116782,139.5
EK202310211327,137.83333333333334
EK202310204090,151.5
EK202310175898,162.33333333333334
EK202310226259,141.6
EK202310151274,143.96666666666667
EK202310154215,139.9
EK202310174277,144.1
EK202320006496,162.86666666666667
EK202310141969,148.36666666666667
EK202320005622,156.2
EK202310157093,146.46666666666667
EK202310139909,151.66666666666666
EK202310209908,147.46666666666667
EK202310218730,139.1
EK202310229718,121.73333333333333
EK202310111615,133.0
EK202310138168,132.46666666666667
EK202310162118,169.16666666666666
EK202310164185,139.96666666666667
EK202310123341,133.36666666666667
EK202310154152,134.16666666666666
EK202310169662,139.03333333333333
EK202310195289,146.36666666666667
EK202310247758,161.23333333333332
EK202310223580,136.8
EK202310104690,135.16666666666666
EK202310234439,135.5
EK202310225052,162.33333333333334
EK202310139674,145.1
EK202310186662,144.1
EK202310198339,143.86666666666667
EK202310219978,150.03333333333333
EK202310205279,144.23333333333332
EK202310241147,141.76666666666668
EK202310225981,158.73333333333332
EK202310168112,137.16666666666666
EK202310226106,151.16666666666666
EK202310116095,134.83333333333334
EK202310114593,142.6
EK202310175636,133.43333333333334
EK202310117905,149.9
EK202310200614,144.86666666666667
EK202310137390,138.23333333333332
EK202310196458,158.23333333333332
EK202310212839,135.73333333333332
EK202310149449,156.66666666666666
EK202310172721,135.86666666666667
EK202310133382,135.13333333333333
EK202310171991,155.36666666666667
EK202310178147,141.86666666666667
EK202310210822,128.36666666666667
EK202310169958,147.13333333333333
EK202310216612,134.26666666666668
EK202310190351,150.06666666666666
EK202310128333,156.33333333333334
EK202310156052,146.0
EK202310207300,142.2
EK202310148098,136.53333333333333
EK202310236834,140.8
EK202310206502,147.2
EK202310232490,147.63333333333333
EK202310115920,144.86666666666667
EK202310155557,148.16666666666666
EK202310118792,150.06666666666666
EK202310213449,150.46666666666667
EK202310157956,132.43333333333334
EK202310202461,151.86666666666667
EK202310210080,157.46666666666667
EK202310123713,146.23333333333332
EK202310138636,145.53333333333333
EK202310197194,147.5
EK202310136131,160.86666666666667
EK202310194280,132.16666666666666
EK202310144073,167.0
EK202310196767,160.6
EK202310152659,143.33333333333334
EK202310119318,135.93333333333334
EK202310175079,140.73333333333332
EK202310246973,139.43333333333334
EK202310177069,135.8
EK202310228915,142.1
EK202310237967,129.26666666666668
EK202310004766,142.23333333333332
